,word,type
3227,sgtm,slang
3228,shu,slang
3229,siwoti,slang
3230,slol,slang
3231,slr,slang
3232,smao,slang
3233,smdh,slang
3234,smdhe,slang
3235,sme,slang
3236,smgdh,slang
3237,smhid,slang
3238,smhl,slang
3239,smib,slang
3240,smidsy,slang
3241,sml,slang
3242,smn,slang
3243,smog,slang
3244,smop,slang
3245,sms,slang
3246,smt,slang
3247,smtp,slang
3248,snafu,slang
3249,snag,slang
3250,snc,slang
3251,snd,slang
3252,snes,slang
3253,snf,slang
3254,snm,slang
3255,snr,slang
3256,snyk,slang
3257,so,slang
3258,soa,slang
3259,soad,slang
3260,soag,slang
3261,sog,slang
3262,soh,slang
3263,sohf,slang
3264,soi,slang
3265,soidh,slang
3266,somd,slang
3267,soml,slang
3268,somsw,slang
3269,sooc,slang
3270,sood,slang
3271,sootb,slang
3272,sop,slang
3273,sopa,slang
3274,sorn,slang
3275,sos,slang
3276,sota,slang
3277,srh,slang
3278,srm,slang
3279,sro,slang
3280,srt,slang
3281,ss,slang
3282,ssa,slang
3283,ssbb,slang
3284,ssbhm,slang
3285,ssc,slang
3286,ssd,slang
3287,ssh,slang
3288,ssid,slang
3289,ssl,slang
3290,ssts,slang
3291,sswa,slang
3292,stw,slang
3293,sty,slang
3294,styl,slang
3295,su,slang
3296,suad,slang
3297,sul,slang
3298,sula,slang
3299,tb,slang
3300,tbbh,slang
3301,tbbt,slang
3302,tbch,slang
3303,tbd,slang
3304,tbe,slang
3305,tbf,slang
3306,tbfu,slang
3307,tbm,slang
3308,tbms,slang
3309,tbnt,slang
3310,tbph,slang
3311,tbqf,slang
3312,tbqfh,slang
3313,tbqh,slang
3314,tbr,slang
3315,tbs,slang
3316,tbss,slang
3317,tbt,slang
3318,tbtf,slang
3319,tbtg,slang
3320,tbth,slang
3321,tbtp,slang
3322,tbu,slang
3323,tbys,slang
3324,tc,slang
3325,tcby,slang
3326,tccic,slang
3327,tcfc,slang
3328,tcfn,slang
3329,tcfs,slang
3330,tcg,slang
3331,tcgb,slang
3332,tck,slang
3333,tcl,slang
3334,tcob,slang
3335,tcoy,slang
3336,tcp,slang
3337,tcp or ip,slang
3338,tctc,slang
3339,td,slang
3340,tddup,slang
3341,tddwp,slang
3342,tdf,slang
3343,tdg,slang
3344,tdh,slang
3345,tdi,slang
3346,tdl,slang
3347,tdm,slang
3348,tds,slang
3349,tdtf,slang
3350,tdwp,slang
3351,tdy,slang
3352,teotwawki,slang
3353,tfa,slang
3354,tfc,slang
3355,tfcd,slang
3356,tffw,slang
3357,tfi,slang
3358,tfios,slang
3359,tfl,slang
3360,tflmk,slang
3361,tflms,slang
3362,tfln,slang
3363,tfm,slang
3364,tfmtk,slang
3365,tfp,slang
3366,tfrm,slang
3367,tft,slang
3368,tfta,slang
3369,tftc,slang
3370,tftd,slang
3371,tftl,slang
3372,tg,slang
3373,tgal,slang
3374,tge,slang
3375,tgfg,slang
3376,tgfi,slang
3377,tgfl,slang
3378,tgft,slang
3379,tgi,slang
3380,tgia,slang
3381,tgiaf,slang
3382,tgim,slang
3383,tgio,slang
3384,tgit,slang
3385,tgod,slang
3386,tgp,slang
3387,tgtbt,slang
3388,thabto,slang
3389,thwu,slang
3390,tiic,slang
3391,tinag,slang
3392,tinalo,slang
3393,tinar,slang
3394,tinstafl,slang
3395,tla,slang
3396,tld,slang
3397,tldnr,slang
3398,tldr,slang
3399,tldw,slang
3400,tlgo,slang
3401,tli,slang
3402,tlnd,slang
3403,tlol,slang
3404,tltr,slang
3405,tlyk,slang
3406,tm,slang
3407,tma,slang
3408,tmai,slang
3409,tmb,slang
3410,tmbg,slang
3411,tmbi,slang
3412,tme,slang
3413,tmf,slang
3414,tmh,slang
3415,tmk,slang
3416,tml,slang
3417,tmlt,slang
3418,tmm,slang
3419,tmms,slang
3420,tmn,slang
3421,tmnt,slang
3422,tmp,slang
3423,tmr,slang
3424,tms,slang
3425,tmsidk,slang
3426,tmt,slang
3427,tmtc,slang
3428,tmth,slang
3429,tmtowtdi,slang
3430,tmts,slang
3431,tmtt,slang
3432,tmy,slang
3433,tmz,slang
3434,tna,slang
3435,tnb,slang
3436,tnbm,slang
3437,tnf,slang
3438,tng,slang
3439,tnl,slang
3440,tnln,slang
3441,tno,slang
3442,tnop,slang
3443,tnot,slang
3444,tnsl,slang
3445,tnstaafl,slang
3446,tnt,slang
3447,tntm,slang
3448,to,slang
3449,toc,slang
3450,tod,slang
3451,toefl,slang
3452,toeic,slang
3453,toft,slang
3454,toftt,slang
3455,toh,slang
3456,tol,slang
3457,tom,slang
3458,totb,slang
3459,totd,slang
3460,totga,slang
3461,totm,slang
3462,totus,slang
3463,toy,slang
3464,tp,slang
3465,tpam,slang
3466,tpb,slang
3467,tpe,slang
3468,tpk,slang
3469,tpo,slang
3470,tps,slang
3471,tpt,slang
3472,tptb,slang
3473,tr,slang
3474,traw,slang
3475,trdmc,slang
3476,trdmf,slang
3477,trg,slang
3478,ttfw,slang
3479,ttg,slang
3480,ttgg,slang
3481,tth,slang
3482,ttiuwp,slang
3483,ttiwwp,slang
3484,ttjasi,slang
3485,ttl,slang
3486,ttm,slang
3487,ttmab,slang
3488,ttml,slang
3489,tto,slang
3490,ttotm,slang
3491,ttp,slang
3492,ttr,slang
3493,ttt,slang
3494,ttte,slang
3495,ttth,slang
3496,tttt,slang
3497,tttty,slang
3498,ttul,slang
3499,ttus,slang
3500,ttut,slang
3501,ttutt,slang
3502,tty,slang
3503,ttyf,slang
3504,ttyiab,slang
3505,ttyitm,slang
3506,ttym,slang
3507,ttyn,slang
3508,ttyrs,slang
3509,ttyt,slang
3510,ttytt,slang
3511,ttyvs,slang
3512,tul,slang
3513,tvm,slang
3514,tw,slang
3515,twain,slang
3516,twloha,slang
3517,twoc,slang
3518,twtmc,slang
3519,twu,slang
3520,twyl,slang
3521,twyms,slang
3522,ty,slang
3523,tyb,slang
3524,tybg,slang
3525,tyfays,slang
3526,tyfe,slang
3527,tyfyt,slang
3528,tyg,slang
3529,tyj,slang
3530,tyl,slang
3531,tylj,slang
3532,tym,slang
3533,tymbi,slang
3534,tys,slang
3535,tysm,slang
3536,tysvm,slang
3537,tyt,slang
3538,uri,slang
3539,url,slang
3540,us,slang
3541,usa,slang
3542,usaf,slang
3543,usb,slang
3544,usbm,slang
3545,usc,slang
3546,uscg,slang
3547,usd,slang
3548,usmc,slang
3549,usp,slang
3550,usps,slang
3551,uss,slang
3552,ussr,slang
3553,usw,slang
3554,ut,slang
3555,utc,slang
3556,utd,slang
3557,ute,slang
3558,utf,slang
3559,utfl,slang
3560,uth,slang
3561,uti,slang
3562,uto,slang
3563,utp,slang
3564,utr,slang
3565,uts,slang
3566,utt,slang
3567,uv,slang
3568,uw,slang
3569,uws,slang
3570,ue,slang
3571,uy,slang
3572,va,slang
3573,vbd,slang
3574,vbl,slang
3575,vbr,slang
3576,vbs,slang
3577,vc,slang
3578,vcard,slang
3579,vcd,slang
3580,vcr,slang
3581,vdu,slang
3582,vfm,slang
3583,vg,slang
3584,vga,slang
3585,vgc,slang
3586,vgg,slang
3587,vgl,slang
3588,vgm,slang
3589,vh1,slang
3590,vhf,slang
3591,vhs,slang
3592,vibe,slang
3593,vid,slang
3594,vig,slang
3595,vin,slang
3596,vip,slang
3597,viz,slang
3598,vj,slang
3599,vlan,slang
3600,vlsi,slang
3601,vm,slang
3602,vma,slang
3603,vmi,slang
3604,vn,slang
3605,vnc,slang
3606,vnds,slang
3607,vnh,slang
3608,vns,slang
3609,voa,slang
3610,vod,slang
3611,voip,slang
3612,vp,slang
3613,vpl,slang
3614,vpn,slang
3615,vr,slang
3616,vs,slang
3617,vt,slang
3618,vtl,slang
3619,vtpr,slang
3620,vtr,slang
3621,vv,slang
3622,vvn,slang
3623,vwp,slang
3624,wafwot,slang
3625,waj,slang
3626,wak,slang
3627,wal,slang
3628,wamh,slang
3629,wamhas,slang
3630,waml,slang
3631,wap,slang
3632,wapce,slang
3633,warez,slang
3634,was,slang
3635,way,slang
3636,wayd,slang
3637,waydrn,slang
3638,waylt,slang
3639,wayoa,slang
3640,wayta,slang
3641,waywo,slang
3642,wbb,slang
3643,wbm,slang
3644,wbn,slang
3645,wbr,slang
3646,wbs,slang
3647,wbt,slang
3648,wbu,slang
3649,wbw,slang
3650,wby,slang
3651,wcb,slang
3652,wcg,slang
3653,wcis,slang
3654,wcs,slang
3655,wcw,slang
3656,wcyd,slang
3657,wd,slang
3658,wde,slang
3659,wdfd,slang
3660,wdh,slang
3661,wdib,slang
3662,wdic,slang
3663,wdim,slang
3664,wditot,slang
3665,wdmb,slang
3666,wdoml,slang
3667,wdtm,slang
3668,wdud,slang
3669,wdum,slang
3670,wdut,slang
3671,wdw,slang
3672,wdy,slang
3673,wdyd,slang
3674,wdydt,slang
3675,wdye,slang
3676,wdyg,slang
3677,wdym,slang
3678,wdymbt,slang
3679,wdys,slang
3680,wdyt,slang
3681,wdyw,slang
3682,wdywfm,slang
3683,wdywt,slang
3684,wdywtta,slang
3685,wef,slang
3686,wep,slang
3687,wfyb,slang
3688,whyb,slang
3689,whyd,slang
3690,wia,slang
3691,wip,slang
3692,wir,slang
3693,with,slang
3694,witw,slang
3695,wiuwy,slang
3696,wiwt,slang
3697,wiwwu,slang
3698,wiwwy,slang
3699,wiyp,slang
3700,wjd,slang
3701,wk,slang
3702,wks,slang
3703,wkyp,slang
3704,wlm,slang
3705,wltm,slang
3706,wlyb,slang
3707,wlyk,slang
3708,wm,slang
3709,wma,slang
3710,wmd,slang
3711,wmf,slang
3712,wmg,slang
3713,wml,slang
3714,wmmows,slang
3715,wmp,slang
3716,wmv,slang
3717,wmyb,slang
3718,wn,slang
3719,wnditwb,slang
3720,wnl,slang
3721,wnohgb,slang
3722,wntt,slang
3723,wnwy,slang
3724,woat,slang
3725,wob,slang
3726,woc,slang
3727,woe,slang
3728,wof,slang
3729,wog,slang
3730,wom,slang
3731,wombat,slang
3732,wos,slang
3733,wotam,slang
3734,wotcher,slang
3735,wotd,slang
3736,wotlk,slang
3737,wots,slang
3738,wp,slang
3739,wpa,slang
3740,wpm,slang
3741,wpww,slang
3742,wr,slang
3743,wrt,slang
3744,wru,slang
3745,wrud,slang
3746,wruta,slang
3747,wryd,slang
3748,wryta,slang
3749,wsic,slang
3750,wsm,slang
3751,wsp,slang
3752,wss,slang
3753,wst,slang
3754,wsul,slang
3755,wswta,slang
3756,wt,slang
3757,wta,slang
3758,wtb,slang
3759,wtbs,slang
3760,wtc,slang
3761,wtd,slang
3762,wtdt,slang
3763,wtdta,slang
3764,wtft,slang
3765,wtg,slang
3766,wtgp,slang
3767,wthay,slang
3768,wthc,slang
3769,wthigo,slang
3770,wthit,slang
3771,wthiwwy,slang
3772,wthn,slang
3773,wthru,slang
3774,wtii,slang
3775,wtk,slang
3776,wtl,slang
3777,wtlw,slang
3778,wtm,slang
3779,wtmi,slang
3780,wtml,slang
3781,wtmw,slang
3782,wto,slang
3783,wtp,slang
3784,wtt,slang
3785,wttc,slang
3786,wttir,slang
3787,wttj,slang
3788,wttm,slang
3789,wtw,slang
3790,wty,slang
3791,wtyo,slang
3792,wuciwug,slang
3793,wud,slang
3794,wug,slang
3795,wugowm,slang
3796,wul,slang
3797,wula,slang
3798,wullnp,slang
3799,wum,slang
3800,wuw,slang
3801,wuwcb,slang
3802,wuwh,slang
3803,wuwt,slang
3804,wuwta,slang
3805,wuwtb,slang
3806,wuwu,slang
3807,ww,slang
3808,wwa,slang
3809,wwbd,slang
3810,wwcnd,slang
3811,wwe,slang
3812,wwf,slang
3813,wwic,slang
3814,wwit,slang
3815,wwjbd,slang
3816,wwjd,slang
3817,wwjp,slang
3818,wwotw,slang
3819,wwtbam,slang
3820,wwu,slang
3821,www,slang
3822,wwwy,slang
3823,wwy,slang
3824,wwyd,slang
3825,wwydt,slang
3826,wya,slang
3827,wyatb,slang
3828,wyb,slang
3829,wybd,slang
3830,wybmv,slang
3831,wyd,slang
3832,wydn,slang
3833,wyf,slang
3834,wyg,slang
3835,wygowm,slang
3836,wyk,slang
3837,wyl,slang
3838,wylaboctgwtr,slang
3839,wylasomwtc,slang
3840,wylion,slang
3841,wylscwtw,slang
3842,wylt,slang
3843,wym,slang
3844,wymm,slang
3845,wyn,slang
3846,wyp,slang
3847,wyr,slang
3848,wys,slang
3849,wysiwyg,slang
3850,wyta,slang
3851,wyut,slang
3852,wyw,slang
3853,wywta,slang
3854,yagb,slang
3855,yala,slang
3856,yana,slang
3857,yatb,slang
3858,yatk,slang
3859,yatloml,slang
3860,yavw,slang
3861,yaw,slang
3862,ybs,slang
3863,ybtj,slang
3864,ybw,slang
3865,ybwm,slang
3866,ycmiu,slang
3867,ydek,slang
3868,ydi,slang
3869,ydk,slang
3870,ydl,slang
3871,ydms,slang
3872,ydmt,slang
3873,yds,slang
3874,ydu,slang
3875,yf,slang
3876,yfw,slang
3877,yg,slang
3878,ygg,slang
3879,ygi,slang
3880,yglt,slang
3881,ygpm,slang
3882,ygtbk,slang
3883,ygtbkm,slang
3884,ygti,slang
3885,ygtr,slang
3886,yha,slang
3887,yhbt,slang
3888,yhbw,slang
3889,yhgasp,slang
3890,yhl,slang
3891,yhm,slang
3892,yhni,slang
3893,yhtbt,slang
3894,yid,slang
3895,yik,slang
3896,yitb,slang
3897,yite,slang
3898,yjltg,slang
3899,yk,slang
3900,ykhii,slang
3901,ykims,slang
3902,yktr,slang
3903,ykw,slang
3904,ykwim,slang
3905,ykwis,slang
3906,ykylm,slang
3907,yl,slang
3908,yli,slang
3909,ylm,slang
3910,ylod,slang
3911,ylyl,slang
3912,ym,slang
3913,ymbj,slang
3914,ymca,slang
3915,ymcmb,slang
3916,ymmd,slang
3917,ymml,slang
3918,ymms,slang
3919,ymw,slang
3920,ynk,slang
3921,ynw,slang
3922,ynwa,slang
3923,yolf,slang
3924,yomb,slang
3925,yoyo,slang
3926,yp,slang
3927,yqw,slang
3928,yr,slang
3929,yrg,slang
3930,yrmv,slang
3931,yro,slang
3932,yru,slang
3933,ysc,slang
3934,ysi,slang
3935,ysk,slang
3936,ysmtu,slang
3937,yss,slang
3938,ysvw,slang
3939,ysyl,slang
3940,yt,slang
3941,ytd,slang
3942,ytm,slang
3943,ytml,slang
3944,ytmnd,slang
3945,yto,slang
3946,ytp,slang
3947,yttm,slang
3948,yum,slang
3949,yvw,slang
3950,ywca,slang
3951,ywimc,slang
3952,ywu,slang
